Suburb,Price,Method,Date,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Alphington,1110000,S,3/09/2016,Yarra,-37.7854,145.0325,Northern Metropolitan,2211
Alphington,1492000,S,4/03/2017,Darebin,-37.7713,145.0279,Northern Metropolitan,2211
Alphington,1717500,S,8/10/2016,Darebin,-37.7717,145.031,Northern Metropolitan,2211
Alphington,2840000,S,12/06/2016,Darebin,-37.775,145.0268,Northern Metropolitan,2211
Alphington,525500,S,12/11/2016,Darebin,-37.7791,145.0306,Northern Metropolitan,2211
Alphington,805000,S,12/11/2016,Darebin,-37.7804,145.0308,Northern Metropolitan,2211
Alphington,465000,S,12/11/2016,Darebin,-37.7773,145.0314,Northern Metropolitan,2211
Alphington,2000000,PI,15/10/2016,Darebin,-37.78,145.0341,Northern Metropolitan,2211
Alphington,1540000,S,16/04/2016,Darebin,-37.7755,145.0288,Northern Metropolitan,2211
Alphington,820000,S,18/03/2017,Darebin,-37.7747,145.0264,Northern Metropolitan,2211
Alphington,1830000,S,19/11/2016,Darebin,-37.7743,145.0316,Northern Metropolitan,2211
Alphington,2100000,S,19/11/2016,Darebin,-37.7723,145.0319,Northern Metropolitan,2211
Alphington,865000,SP,22/05/2016,Darebin,-37.7802,145.0243,Northern Metropolitan,2211
Alphington,390000,VB,22/05/2016,Darebin,-37.7773,145.0314,Northern Metropolitan,2211
Alphington,650000,SP,24/09/2016,Yarra,-37.7848,145.025,Northern Metropolitan,2211
Alphington,512000,S,25/02/2017,Darebin,-37.7805,145.0262,Northern Metropolitan,2211
Alphington,1165000,S,27/06/2016,Yarra,-37.7792,145.029,Northern Metropolitan,2211
Alphington,1900000,SP,27/11/2016,Yarra,-37.7844,145.0225,Northern Metropolitan,2211
Alphington,1485000,SP,28/08/2016,Darebin,-37.7781,145.0284,Northern Metropolitan,2211
Alphington,1950000,S,30/07/2016,Darebin,-37.7719,145.0309,Northern Metropolitan,2211
Alphington,320000,S,6/05/2017,Darebin,-37.7793,145.0327,Northern Metropolitan,2211
Alphington,1285000,PI,13/05/2017,Yarra,-37.7817,145.0319,Northern Metropolitan,2211
Alphington,1975000,S,20/05/2017,Darebin,-37.771,145.0318,Northern Metropolitan,2211
Alphington,316000,S,20/05/2017,Darebin,-37.7786,145.0253,Northern Metropolitan,2211
Alphington,2345000,S,1/07/2017,Yarra,-37.78122,145.0336,Northern Metropolitan,2211
Alphington,2220000,S,3/06/2017,Darebin,-37.77227,145.0284,Northern Metropolitan,2211
Alphington,1650000,VB,17/06/2017,Darebin,-37.77824,145.02541,Northern Metropolitan,2211
Alphington,2750000,VB,17/06/2017,Darebin,-37.7727,145.03079,Northern Metropolitan,2211
Alphington,1800000,S,24/06/2017,Darebin,-37.77474,145.03012,Northern Metropolitan,2211
Alphington,330000,VB,24/06/2017,Yarra,-37.78469,145.03239,Northern Metropolitan,2211
Alphington,1625000,VB,12/08/2017,Darebin,-37.77586,145.03092,Northern Metropolitan,2211
Alphington,1680000,S,3/09/2017,Darebin,-37.77928,145.02993,Northern Metropolitan,2211
Alphington,1170000,S,9/09/2017,Darebin,-37.7753,145.0267,Northern Metropolitan,2211
Altona,520000,VB,3/09/2016,Hobsons Bay,-37.87,144.825,Western Metropolitan,5301
Altona,1525000,S,3/12/2016,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301
Altona,720000,S,4/02/2016,Hobsons Bay,-37.8687,144.8197,Western Metropolitan,5301
Altona,1120000,S,4/03/2017,Hobsons Bay,-37.8693,144.8375,Western Metropolitan,5301
Altona,780000,PI,4/06/2016,Hobsons Bay,-37.868,144.8154,Western Metropolitan,5301
Altona,1780000,SP,4/06/2016,Hobsons Bay,-37.8681,144.819,Western Metropolitan,5301
Altona,630000,S,6/08/2016,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301
Altona,406000,SP,6/08/2016,Hobsons Bay,-37.8693,144.8171,Western Metropolitan,5301
Altona,660000,VB,7/05/2016,Hobsons Bay,-37.8616,144.8116,Western Metropolitan,5301
Altona,683500,S,7/11/2016,Hobsons Bay,-37.8594,144.817,Western Metropolitan,5301
Altona,580000,S,8/10/2016,Hobsons Bay,-37.8696,144.827,Western Metropolitan,5301
Altona,1335000,S,8/10/2016,Hobsons Bay,-37.8697,144.8249,Western Metropolitan,5301
Altona,800000,SP,8/10/2016,Hobsons Bay,-37.8734,144.8143,Western Metropolitan,5301
Altona,510000,S,10/09/2016,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301
Altona,1070000,S,10/09/2016,Hobsons Bay,-37.8733,144.8147,Western Metropolitan,5301
Altona,425000,S,10/09/2016,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301
Altona,605000,S,10/12/2016,Hobsons Bay,-37.8646,144.827,Western Metropolitan,5301
Altona,705000,S,11/02/2017,Hobsons Bay,-37.8579,144.8181,Western Metropolitan,5301
Altona,391000,SP,11/02/2017,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301
Altona,440000,SP,11/02/2017,Hobsons Bay,-37.8659,144.831,Western Metropolitan,5301
Altona,845000,S,11/02/2017,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301
Altona,743000,SP,12/11/2016,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301
Altona,730000,SP,13/08/2016,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301
Altona,635000,S,14/05/2016,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301
Altona,620000,SP,14/05/2016,Hobsons Bay,-37.8676,144.8202,Western Metropolitan,5301
Altona,447000,S,15/10/2016,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301
Altona,730000,SP,16/04/2016,Hobsons Bay,-37.868,144.8287,Western Metropolitan,5301
Altona,678000,S,16/04/2016,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301
Altona,580000,PI,16/07/2016,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301
Altona,712000,S,17/09/2016,Hobsons Bay,-37.8674,144.8375,Western Metropolitan,5301
Altona,840000,SP,18/03/2017,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301
Altona,980000,S,19/11/2016,Hobsons Bay,-37.8672,144.817,Western Metropolitan,5301
Altona,605100,S,22/05/2016,Hobsons Bay,-37.8583,144.8172,Western Metropolitan,5301
Altona,880000,PI,22/08/2016,Hobsons Bay,-37.8699,144.8235,Western Metropolitan,5301
Altona,577000,S,23/04/2016,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301
Altona,1030000,S,25/02/2017,Hobsons Bay,-37.8663,144.8387,Western Metropolitan,5301
Altona,605000,S,25/02/2017,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301
Altona,753000,S,27/06/2016,Hobsons Bay,-37.8612,144.8247,Western Metropolitan,5301
Altona,857000,SP,27/11/2016,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301
Altona,1500000,S,28/05/2016,Hobsons Bay,-37.8651,144.832,Western Metropolitan,5301
Altona,730000,SP,28/05/2016,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301
Altona,900000,S,28/05/2016,Hobsons Bay,-37.871,144.8075,Western Metropolitan,5301
Altona,740000,S,28/08/2016,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301
Altona,931000,S,28/08/2016,Hobsons Bay,-37.8637,144.8365,Western Metropolitan,5301
Altona,535600,SP,30/07/2016,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301
Altona,840000,SP,8/04/2017,Hobsons Bay,-37.864,144.8161,Western Metropolitan,5301
Altona,1480000,SP,13/05/2017,Hobsons Bay,-37.8712,144.8107,Western Metropolitan,5301
Altona,600000,SP,20/05/2017,Hobsons Bay,-37.8718,144.819,Western Metropolitan,5301
Altona,597500,S,22/04/2017,Hobsons Bay,-37.8701,144.8209,Western Metropolitan,5301
Altona,1165000,S,29/04/2017,Hobsons Bay,-37.8707,144.8076,Western Metropolitan,5301
Altona,1295000,S,29/04/2017,Hobsons Bay,-37.8678,144.816,Western Metropolitan,5301
Altona,540000,SP,3/06/2017,Hobsons Bay,-37.86444,144.82304,Western Metropolitan,5301
Altona,853000,S,17/06/2017,Hobsons Bay,-37.86494,144.8157,Western Metropolitan,5301
Altona,670000,S,17/06/2017,Hobsons Bay,-37.86066,144.82013,Western Metropolitan,5301
Altona,765000,S,17/06/2017,Hobsons Bay,-37.86837,144.81502,Western Metropolitan,5301
Altona,1020000,SP,24/06/2017,Hobsons Bay,-37.87028,144.80749,Western Metropolitan,5301
Altona,1280000,S,24/06/2017,Hobsons Bay,-37.86677,144.83722,Western Metropolitan,5301
Altona,1030000,S,27/05/2017,Hobsons Bay,-37.8732,144.81331,Western Metropolitan,5301
Altona,1005000,S,27/05/2017,Hobsons Bay,-37.86715,144.80612,Western Metropolitan,5301
Altona,1225000,S,12/08/2017,Hobsons Bay,-37.87256,144.8078,Western Metropolitan,5301
Altona,660000,S,12/08/2017,Hobsons Bay,-37.86473,144.81507,Western Metropolitan,5301
Altona,767000,SP,12/08/2017,Hobsons Bay,-37.871,144.81153,Western Metropolitan,5301
Altona,890000,S,15/07/2017,Hobsons Bay,-37.86639,144.82625,Western Metropolitan,5301
Altona,935000,SP,15/07/2017,Hobsons Bay,-37.86027,144.82073,Western Metropolitan,5301
Altona,815000,S,15/07/2017,Hobsons Bay,-37.86472,144.82929,Western Metropolitan,5301
Altona,1005000,SP,22/07/2017,Hobsons Bay,-37.86317,144.83927,Western Metropolitan,5301
Altona,820000,SP,22/07/2017,Hobsons Bay,-37.87171,144.81273,Western Metropolitan,5301
Altona,1360000,S,22/07/2017,Hobsons Bay,-37.87057,144.83623,Western Metropolitan,5301
Altona,950000,SP,22/07/2017,Hobsons Bay,-37.87115,144.8189,Western Metropolitan,5301
Altona,913000,S,3/09/2017,Hobsons Bay,-37.8614,144.81931,Western Metropolitan,5301
Altona,458000,SP,9/09/2017,Hobsons Bay,-37.86933,144.81704,Western Metropolitan,5301
Altona,1248500,S,16/09/2017,Hobsons Bay,-37.87182,144.816,Western Metropolitan,5301
Altona,920000,VB,26/08/2017,Hobsons Bay,-37.86249,144.82162,Western Metropolitan,5301
Altona,801250,S,26/08/2017,Hobsons Bay,-37.87046,144.83482,Western Metropolitan,5301
Altona Meadows,820000,SP,17/06/2017,Hobsons Bay,-37.88893,144.7866,Western Metropolitan,7630
Altona Meadows,810000,SP,12/08/2017,Hobsons Bay,-37.88413,144.79033,Western Metropolitan,7630
Altona Meadows,440500,S,15/07/2017,Hobsons Bay,-37.88995,144.78505,Western Metropolitan,7630
Altona Meadows,620000,S,22/07/2017,Hobsons Bay,-37.87019,144.7843,Western Metropolitan,7630
Altona Meadows,590000,PI,3/09/2017,Hobsons Bay,-37.87063,144.77632,Western Metropolitan,7630
Altona Meadows,750000,S,23/09/2017,Hobsons Bay,-37.87941,144.76935,Western Metropolitan,7630
Altona North,1085000,S,3/09/2016,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132
Altona North,781000,S,3/09/2016,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132
Altona North,750000,SP,4/03/2017,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132
Altona North,421000,S,4/03/2017,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132
Altona North,1405000,S,4/03/2017,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132
Altona North,683000,S,4/06/2016,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132
Altona North,623000,S,4/06/2016,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132
Altona North,720000,VB,6/08/2016,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132
Altona North,588000,S,7/05/2016,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132
Altona North,710000,PI,7/11/2016,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132
Altona North,875000,SP,8/10/2016,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132
Altona North,700000,VB,10/12/2016,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132
Altona North,640000,S,11/03/2017,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132
Altona North,650000,SP,12/06/2016,Hobsons Bay,-37.8451,144.8529,Western Metropolitan,5132
Altona North,675000,S,14/05/2016,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132
Altona North,708000,S,15/10/2016,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132
Altona North,965000,SP,15/10/2016,Hobsons Bay,-37.8345,144.8444,Western Metropolitan,5132
Altona North,680000,S,19/11/2016,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132
Altona North,770000,SP,19/11/2016,Hobsons Bay,-37.8327,144.8451,Western Metropolitan,5132
Altona North,923000,S,22/05/2016,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132
Altona North,693000,SP,22/05/2016,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132
Altona North,620000,SP,22/08/2016,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132
Altona North,728500,S,22/08/2016,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132
Altona North,931000,S,22/08/2016,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132
Altona North,988000,S,22/08/2016,Hobsons Bay,-37.8423,144.8632,Western Metropolitan,5132
Altona North,590000,S,23/04/2016,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132
Altona North,610000,S,24/09/2016,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132
Altona North,815000,S,25/02/2017,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132
Altona North,970000,S,25/02/2017,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132
Altona North,760000,S,27/06/2016,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132
Altona North,847500,S,27/06/2016,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132
Altona North,1200000,SP,27/11/2016,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132
Altona North,700000,SP,27/11/2016,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132
Altona North,625000,PI,28/05/2016,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132
Altona North,292000,S,28/08/2016,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132
Altona North,916000,SP,20/05/2017,Hobsons Bay,-37.8326,144.8594,Western Metropolitan,5132
Altona North,750000,S,20/05/2017,Hobsons Bay,-37.8367,144.8425,Western Metropolitan,5132
Altona North,910000,S,29/04/2017,Hobsons Bay,-37.8322,144.8399,Western Metropolitan,5132
Altona North,900000,S,1/07/2017,Hobsons Bay,-37.8265,144.84386,Western Metropolitan,5132
Altona North,585000,S,3/06/2017,Hobsons Bay,-37.83012,144.84818,Western Metropolitan,5132
Altona North,870000,S,17/06/2017,Hobsons Bay,-37.8399,144.86228,Western Metropolitan,5132
Altona North,875000,S,24/06/2017,Hobsons Bay,-37.83344,144.85586,Western Metropolitan,5132
Altona North,1500000,PI,8/07/2017,Hobsons Bay,-37.83794,144.84231,Western Metropolitan,5132
Altona North,1030000,PI,8/07/2017,Hobsons Bay,-37.82726,144.83533,Western Metropolitan,5132
Altona North,451500,SP,15/07/2017,Hobsons Bay,-37.83648,144.86296,Western Metropolitan,5132
Altona North,830000,SP,22/07/2017,Hobsons Bay,-37.84107,144.84179,Western Metropolitan,5132
Altona North,730000,S,22/07/2017,Hobsons Bay,-37.82787,144.84364,Western Metropolitan,5132
Altona North,805000,S,22/07/2017,Hobsons Bay,-37.84384,144.84637,Western Metropolitan,5132
Altona North,510000,S,22/07/2017,Hobsons Bay,-37.83658,144.86199,Western Metropolitan,5132
Altona North,1070000,PI,3/09/2017,Hobsons Bay,-37.83511,144.84905,Western Metropolitan,5132
Altona North,1001000,S,16/09/2017,Hobsons Bay,-37.82872,144.84558,Western Metropolitan,5132
Altona North,770000,S,16/09/2017,Hobsons Bay,-37.84476,144.8472,Western Metropolitan,5132
Altona North,880000,PI,19/08/2017,Hobsons Bay,-37.83879,144.84787,Western Metropolitan,5132
Altona North,980000,S,23/09/2017,Hobsons Bay,-37.82853,144.85091,Western Metropolitan,5132
Altona North,970000,S,23/09/2017,Hobsons Bay,-37.83224,144.853,Western Metropolitan,5132
Altona North,791000,S,26/08/2017,Hobsons Bay,-37.84484,144.85017,Western Metropolitan,5132
Ardeer,645000,S,22/07/2017,Brimbank,-37.78104,144.80357,Western Metropolitan,1281
Ardeer,627000,S,29/07/2017,Brimbank,-37.77713,144.79746,Western Metropolitan,1281
Ardeer,730000,SP,19/08/2017,Brimbank,-37.77245,144.8001,Western Metropolitan,1281
Armadale,599000,S,3/09/2016,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
Armadale,550000,VB,3/12/2016,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836
Armadale,995000,S,3/12/2016,Stonnington,-37.8552,145.016,Southern Metropolitan,4836
Armadale,1205000,S,3/12/2016,Stonnington,-37.854,145.0135,Southern Metropolitan,4836
Armadale,1939000,S,3/12/2016,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836
Armadale,421500,S,3/12/2016,Stonnington,-37.853,145.0167,Southern Metropolitan,4836
Armadale,1870000,S,4/03/2017,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836
Armadale,678000,S,4/03/2017,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836
Armadale,1918000,SP,4/03/2017,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
Armadale,660000,SP,4/03/2017,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836
Armadale,2050000,S,4/03/2017,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836
Armadale,700000,VB,4/06/2016,Stonnington,-37.8552,145.016,Southern Metropolitan,4836
Armadale,3625000,S,4/06/2016,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836
Armadale,3000000,VB,4/06/2016,Stonnington,-37.858,145.0111,Southern Metropolitan,4836
Armadale,1525000,PI,7/05/2016,Stonnington,-37.8638,145.0229,Southern Metropolitan,4836
Armadale,735000,PI,7/05/2016,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
Armadale,825000,S,7/05/2016,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836
Armadale,1586000,S,7/05/2016,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836
Armadale,645000,S,8/10/2016,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
Armadale,1435000,SP,8/10/2016,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836
Armadale,280000,PI,10/09/2016,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836
Armadale,400000,PI,10/12/2016,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836
Armadale,1780000,S,10/12/2016,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
Armadale,592500,S,10/12/2016,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836
Armadale,1210000,S,12/11/2016,Stonnington,-37.8543,145.016,Southern Metropolitan,4836
Armadale,2801000,S,12/11/2016,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836
Armadale,390000,S,14/05/2016,Stonnington,-37.8614,145.0222,Southern Metropolitan,4836
Armadale,1800000,PI,15/10/2016,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836
Armadale,2200000,PI,15/10/2016,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836
Armadale,324000,S,16/04/2016,Stonnington,-37.8537,145.0114,Southern Metropolitan,4836
Armadale,5525000,S,17/09/2016,Stonnington,-37.8602,145.013,Southern Metropolitan,4836
Armadale,1125000,S,17/09/2016,Stonnington,-37.851,145.0161,Southern Metropolitan,4836
Armadale,2250000,S,17/09/2016,Stonnington,-37.8511,145.0167,Southern Metropolitan,4836
Armadale,2360000,S,18/03/2017,Stonnington,-37.8558,145.015,Southern Metropolitan,4836
Armadale,1900000,VB,18/03/2017,Stonnington,-37.8571,145.0224,Southern Metropolitan,4836
Armadale,440000,SP,18/03/2017,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836
Armadale,490000,PI,18/06/2016,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836
Armadale,2365000,S,18/06/2016,Stonnington,-37.8521,145.019,Southern Metropolitan,4836
Armadale,1300000,VB,18/06/2016,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836
Armadale,732000,S,18/06/2016,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836
Armadale,704000,SP,19/11/2016,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,620000,VB,19/11/2016,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
Armadale,1900000,S,22/05/2016,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836
Armadale,315000,SP,22/08/2016,Stonnington,-37.8575,145.0174,Southern Metropolitan,4836
Armadale,450000,PI,24/09/2016,Stonnington,-37.8509,145.0203,Southern Metropolitan,4836
Armadale,710000,S,25/02/2017,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,872000,S,25/02/2017,Stonnington,-37.8604,145.0147,Southern Metropolitan,4836
Armadale,598000,S,25/02/2017,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836
Armadale,1285000,S,25/02/2017,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836
Armadale,3660000,S,25/02/2017,Stonnington,-37.8593,145.0275,Southern Metropolitan,4836
Armadale,520000,S,27/06/2016,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836
Armadale,3625000,S,27/11/2016,Stonnington,-37.8574,145.016,Southern Metropolitan,4836
Armadale,4200000,VB,27/11/2016,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836
Armadale,1101000,S,27/11/2016,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836
Armadale,3512500,S,27/11/2016,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836
